Designator,Mid X,Mid Y,Rotation,Layer
C1,136.779,-98.298,180.0,top
C2,136.525,-88.773,180.0,top
C3,136.525,-79.248,180.0,top
C4,136.652,-108.331,180.0,top
U1,125.73,-80.01,0.0,top
U2,135.89,-107.95,270.0,top
U3,134.6785,-102.62,0.0,top
U4,134.493,-93.218,0.0,top
U5,134.493,-83.566,0.0,top
U7,134.62,-112.78,0.0,top
